property_type,sector,bedRoom,bathroom,balcony,agePossession,floor_num,total_floors,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
flat,sector 37c,3.0,3.0,3.0,Moderately Old,2.0,14.0,1990.03,1,0,0,Medium,Low Floor,1.43
flat,sector 37c,3.0,3.0,3.0,Moderately Old,2.0,14.0,1735.03,0,0,0,Medium,Low Floor,1.25
flat,sector 37c,3.0,3.0,3.0,Moderately Old,2.0,14.0,1990.03,1,0,0,Medium,Low Floor,1.44
flat,sector 37c,3.0,3.0,3.0,Moderately Old,2.0,14.0,1763.02,0,0,0,Medium,Low Floor,1.27
flat,sector 37c,3.0,4.0,3.0,Moderately Old,9.0,24.0,2035.02,1,0,0,Medium,Low Floor,1.1
flat,sector 37c,4.0,5.0,3.0,Moderately Old,9.0,24.0,2600.02,1,0,0,Medium,Low Floor,1.4
flat,sector 37c,3.0,4.0,3.0,Moderately Old,9.0,24.0,1815.01,1,0,0,Medium,Low Floor,0.99
flat,sector 37c,2.0,3.0,3.0,Moderately Old,9.0,24.0,1577.99,0,0,0,Medium,Low Floor,0.86
flat,sector 37c,3.0,4.0,3.0,Moderately Old,9.0,24.0,1815.01,1,0,0,Medium,Low Floor,0.98
flat,sector 37c,2.0,3.0,3.0,Moderately Old,9.0,24.0,1577.99,0,0,0,Medium,Low Floor,0.85
flat,sector 37d,4.0,3.0,3.0,Moderately Old,15.0,23.0,1998.0,0,0,1,Low,Low Floor,1.79
flat,sector 37d,3.0,3.0,3.0,Moderately Old,12.0,23.0,1811.03,0,0,0,Medium,Low Floor,1.5
flat,sector 37d,4.0,3.0,3.0,Moderately Old,15.0,23.0,2190.99,1,0,0,Medium,Low Floor,1.77
flat,sector 37d,3.0,3.0,3.0,Moderately Old,17.0,23.0,1811.03,0,0,0,Medium,Low Floor,1.5
flat,sector 37d,3.0,3.0,3.0,Moderately Old,20.0,23.0,1832.02,0,0,0,Medium,Low Floor,1.49
flat,sector 37d,4.0,3.0,3.0,Moderately Old,18.0,23.0,2190.99,1,0,0,Medium,Low Floor,1.8
flat,sector 85,2.0,2.0,2.0,Moderately Old,12.0,26.0,1670.99,0,0,0,Medium,Low Floor,1.06
flat,sector 85,2.0,2.0,3.0,Moderately Old,16.0,26.0,1771.95,0,0,0,Medium,Low Floor,1.14
flat,sector 84,2.0,2.0,1.0,Moderately Old,9.0,14.0,582.97,0,1,2,Medium,Low Floor,0.36
flat,sector 84,2.0,2.0,1.0,Moderately Old,1.0,14.0,628.0,0,1,1,Medium,Low Floor,0.34
flat,sector 84,2.0,2.0,1.0,Moderately Old,3.0,14.0,582.97,0,1,0,Medium,Low Floor,0.34
flat,sector 84,2.0,2.0,1.0,Moderately Old,10.0,14.0,582.97,0,1,0,High,Low Floor,0.35
flat,sector 85,2.0,2.0,3.0,Moderately Old,11.0,26.0,1639.99,0,0,0,Medium,Low Floor,1.05
flat,sector 49,3.0,3.0,2.0,Old Property,2.0,17.0,2863.0,0,0,1,High,Low Floor,1.72
flat,sector 70,3.0,5.0,3.0,Moderately Old,8.0,18.0,1949.99,1,0,0,High,Low Floor,1.55
flat,sector 70,3.0,5.0,3.0,Moderately Old,7.0,18.0,1949.99,1,0,1,High,Low Floor,1.5
flat,sector 56,4.0,4.0,3.0,Moderately Old,7.0,9.0,2149.98,1,0,1,Medium,Low Floor,2.05
flat,sector 56,3.0,2.0,3.0,Moderately Old,4.0,7.0,2449.97,0,0,1,High,Low Floor,2.11
flat,sector 70a,2.0,2.0,3.0,New Property,7.0,22.0,1450.0,0,0,0,High,Low Floor,1.18
flat,sector 70a,2.0,2.0,3.0,New Property,4.0,22.0,1450.0,0,0,0,High,Low Floor,1.15
flat,sector 70a,3.0,3.0,3.0,New Property,8.0,22.0,1976.04,1,0,0,High,Low Floor,1.66
flat,sector 70a,3.0,3.0,3.0,New Property,5.0,22.0,1976.04,1,0,0,High,Low Floor,1.68
flat,sector 108,3.0,4.0,2.0,Moderately Old,15.0,24.0,2342.98,1,0,0,Medium,Low Floor,3.95
flat,sector 62,2.0,2.0,3.0,New Property,12.0,32.0,1508.02,0,0,1,Medium,Low Floor,2.1
flat,sector 70a,3.0,3.0,3.0,New Property,4.0,22.0,1976.04,1,0,0,High,Low Floor,1.64
flat,sector 70a,3.0,3.0,3.0,New Property,8.0,22.0,1976.04,1,0,0,High,Low Floor,1.69
flat,sector 65,3.0,3.0,3.0,Moderately Old,23.0,40.0,3362.97,1,0,1,Medium,Low Floor,6.15
flat,sector 65,3.0,3.0,3.0,Moderately Old,19.0,40.0,3362.97,1,0,1,High,Low Floor,6.1
flat,sector 82a,3.0,3.0,3.0,Moderately Old,5.0,32.0,1798.97,0,0,2,High,Low Floor,1.59
flat,sector 77,3.0,4.0,3.0,Moderately Old,5.0,13.0,2000.04,1,0,1,High,Low Floor,1.08
flat,sector 77,3.0,4.0,3.0,Moderately Old,5.0,13.0,2025.01,1,0,1,High,Low Floor,1.09
flat,sector 70a,2.0,2.0,2.0,Moderately Old,5.0,9.0,930.0,0,0,1,Medium,Low Floor,0.85
flat,sector 108,3.0,5.0,2.0,New Property,15.0,24.0,2342.98,1,0,0,Medium,Low Floor,3.95
flat,sector 108,3.0,3.0,2.0,New Property,19.0,24.0,1711.03,0,0,0,High,Low Floor,2.5
flat,sector 56,4.0,4.0,3.0,Moderately Old,6.0,9.0,2600.02,0,0,1,Medium,Low Floor,2.05
flat,sector 56,4.0,4.0,3.0,Moderately Old,1.0,9.0,3000.01,0,0,1,Medium,Low Floor,2.45
flat,sector 56,3.0,3.0,3.0,Moderately Old,4.0,9.0,2000.04,1,0,1,Medium,Low Floor,1.5
flat,sector 52,3.0,3.0,3.0,Moderately Old,7.0,11.0,1900.04,0,0,1,Medium,Low Floor,1.45
flat,sector 85,2.0,2.0,3.0,Moderately Old,6.0,26.0,1639.99,0,0,1,High,Low Floor,1.2
flat,sector 65,3.0,3.0,3.0,Moderately Old,3.0,4.0,1650.0,1,0,1,Medium,Low Floor,2.4
flat,sector 81,3.0,3.0,2.0,Moderately Old,20.0,29.0,2132.01,1,0,2,High,Low Floor,2.5
flat,sector 83,3.0,3.0,3.0,Moderately Old,4.0,16.0,1719.96,1,0,1,High,Low Floor,1.55
flat,sector 83,3.0,3.0,3.0,Moderately Old,6.0,16.0,1900.04,1,0,1,High,Low Floor,1.76
flat,sector 83,3.0,3.0,3.0,Moderately Old,5.0,16.0,1900.04,1,0,1,High,Low Floor,1.76
flat,sector 80,3.0,4.0,2.0,Moderately Old,10.0,18.0,2262.03,0,1,0,High,Low Floor,1.4
flat,sector 80,3.0,3.0,3.0,Moderately Old,8.0,18.0,1928.03,1,0,0,High,Low Floor,1.1
flat,sector 81,3.0,3.0,2.0,Moderately Old,9.0,29.0,2132.01,1,0,1,High,Low Floor,2.45
flat,sector 58,3.0,4.0,1.0,Moderately Old,19.0,29.0,2163.97,1,0,1,High,Low Floor,3.8
flat,sector 54,3.0,4.0,3.0,Moderately Old,12.0,30.0,2328.99,1,0,2,High,Low Floor,5.75
flat,sector 54,4.0,5.0,3.0,Moderately Old,17.0,30.0,4071.98,1,0,2,High,Low Floor,10.0
flat,sector 28,3.0,4.0,3.0,Moderately Old,21.0,24.0,2684.95,1,0,1,High,Low Floor,6.2
flat,sector 83,3.0,3.0,3.0,Moderately Old,6.0,16.0,1900.04,1,0,1,High,Low Floor,1.75
flat,sector 81,3.0,3.0,2.0,Moderately Old,10.0,29.0,2132.01,1,0,2,High,Low Floor,2.4
flat,sector 83,3.0,3.0,3.0,Moderately Old,6.0,16.0,1900.04,1,0,1,High,Low Floor,1.75
flat,sector 80,3.0,4.0,2.0,Moderately Old,6.0,18.0,2262.03,1,0,0,High,Low Floor,1.4
flat,sector 95,2.0,2.0,1.0,Moderately Old,10.0,14.0,59812.0,0,0,0,Low,Low Floor,0.24
flat,sector 95,1.0,1.0,1.0,Moderately Old,12.0,14.0,4179.0,0,0,0,Medium,Low Floor,0.17
flat,sector 95,2.0,2.0,1.0,Moderately Old,13.0,14.0,71459.0,0,0,0,Low,Low Floor,0.33
flat,sector 95,3.0,2.0,1.0,Moderately Old,12.0,14.0,83814.0,0,0,0,Medium,Low Floor,0.38
flat,sector 95,1.0,1.0,1.0,Moderately Old,13.0,14.0,44763.0,0,0,0,Medium,Low Floor,0.21
flat,sector 95,1.0,1.0,1.0,Moderately Old,10.0,14.0,476.0,0,0,0,Medium,Low Floor,0.2
flat,sector 71,3.0,3.0,3.0,Moderately Old,4.0,14.0,1619.97,0,0,1,Medium,Low Floor,1.2
flat,sector 102,2.0,2.0,3.0,Moderately Old,7.0,26.0,1215.03,0,0,1,Medium,Low Floor,1.26
flat,sector 103,3.0,3.0,3.0,Moderately Old,13.0,18.0,1790.04,0,0,0,Medium,Low Floor,1.34
flat,sector 104,4.0,4.0,3.0,New Property,14.0,27.0,3149.95,1,0,0,Low,Low Floor,2.5
flat,sector 111,4.0,5.0,3.0,Moderately Old,12.0,21.0,2949.95,1,0,1,High,Low Floor,3.7
flat,sector 1 imt manesar,3.0,2.0,2.0,Moderately Old,5.0,9.0,1499.95,0,0,0,Medium,Low Floor,0.6
flat,sector 84,4.0,4.0,3.0,Moderately Old,15.0,19.0,3434.01,1,0,0,High,Low Floor,2.2
flat,sector 54,4.0,6.0,3.0,Moderately Old,12.0,30.0,3000.01,1,1,1,Medium,Low Floor,7.0
flat,sector 104,4.0,4.0,3.0,Moderately Old,12.0,27.0,3149.95,1,0,0,High,Low Floor,2.6
flat,sector 59,3.0,4.0,3.0,New Property,16.0,30.0,3936.0,1,0,1,Medium,Low Floor,5.8
flat,sector 70,3.0,3.0,3.0,New Property,10.0,18.0,1949.99,0,0,1,Medium,Low Floor,1.8
flat,sector 74,2.0,2.0,2.0,New Property,17.0,30.0,1423.96,0,0,1,High,Low Floor,1.4
flat,sector 85,4.0,4.0,3.0,Moderately Old,4.0,15.0,2811.96,1,0,1,Medium,Low Floor,2.05
flat,sector 85,2.0,3.0,3.0,Moderately Old,10.0,26.0,1740.95,0,0,0,Medium,Low Floor,1.17
flat,sector 86,3.0,3.0,1.0,Moderately Old,16.0,19.0,1929.0,0,0,1,High,Low Floor,1.58
flat,sector 90,3.0,3.0,3.0,Moderately Old,8.0,29.0,1701.99,0,0,0,High,Low Floor,1.25
flat,sector 95,3.0,2.0,1.0,Moderately Old,6.0,14.0,838.0,0,0,1,Medium,Low Floor,0.37
flat,sector 95,3.0,2.0,1.0,Moderately Old,2.0,14.0,838.0,0,0,1,Medium,Low Floor,0.38
flat,sector 95,2.0,2.0,1.0,Moderately Old,9.0,14.0,715.0,0,0,1,Medium,Low Floor,0.32
flat,sector 95,2.0,2.0,1.0,Moderately Old,10.0,14.0,715.0,0,0,1,Medium,Low Floor,0.32
flat,sector 95,1.0,1.0,1.0,Moderately Old,9.0,14.0,476.0,0,0,0,Medium,Low Floor,0.2
flat,sector 95,1.0,1.0,1.0,Moderately Old,2.0,14.0,476.0,0,0,0,Medium,Low Floor,0.2
flat,sector 82,3.0,5.0,3.0,Moderately Old,10.0,18.0,2300.03,1,0,1,Medium,Low Floor,1.22
flat,sector 84,3.0,3.0,3.0,Moderately Old,7.0,21.0,1918.02,0,0,0,High,Low Floor,1.35
flat,sector 71,2.0,2.0,1.0,Moderately Old,7.0,13.0,639.05,0,0,1,Low,Low Floor,0.55
flat,sector 92,4.0,4.0,2.0,Moderately Old,12.0,21.0,2720.0,1,0,0,Medium,Low Floor,1.12
flat,sector 92,4.0,4.0,3.0,Moderately Old,4.0,21.0,2677.0,1,0,0,Medium,Low Floor,1.1
flat,sector 92,4.0,3.0,3.0,Moderately Old,14.0,21.0,2967.0,1,0,0,Medium,Low Floor,1.19
flat,sector 102,2.0,2.0,1.0,Moderately Old,5.0,12.0,631.95,0,1,0,High,Low Floor,0.47
flat,sector 109,4.0,4.0,3.0,Moderately Old,7.0,34.0,3149.95,1,1,1,High,Low Floor,2.95
flat,sector 2,2.0,2.0,3.0,Moderately Old,14.0,14.0,1564.96,0,0,0,High,Low Floor,0.98
flat,sector 2,3.0,4.0,3.0,Moderately Old,10.0,14.0,1919.96,1,0,0,High,Low Floor,1.55
flat,sector 2,2.0,2.0,3.0,Moderately Old,0.0,14.0,1415.02,0,0,0,High,Low Floor,1.01
flat,sector 2,3.0,4.0,3.0,Moderately Old,8.0,14.0,1919.96,1,0,0,High,Low Floor,1.51
flat,sector 2,3.0,3.0,3.0,Moderately Old,8.0,14.0,1780.03,0,0,0,High,Low Floor,1.4
flat,sector 2,3.0,4.0,3.0,Moderately Old,11.0,14.0,1919.96,1,0,0,High,Low Floor,1.59
flat,sector 2,1.0,2.0,2.0,Moderately Old,7.0,8.0,847.0,0,0,0,High,Low Floor,0.56
flat,sector 102,3.0,4.0,3.0,Moderately Old,13.0,25.0,2149.01,1,0,1,High,Low Floor,2.0
flat,sector 102,3.0,4.0,3.0,Moderately Old,9.0,14.0,1650.0,1,0,1,High,Low Floor,1.35
flat,sector 102,3.0,3.0,3.0,Moderately Old,1.0,2.0,2727.03,1,0,0,High,Low Floor,1.9
flat,sector 102,3.0,4.0,3.0,Moderately Old,8.0,25.0,1942.02,1,0,1,High,Low Floor,1.7
flat,sector 106,3.0,3.0,3.0,Moderately Old,11.0,24.0,1760.01,1,0,1,High,Low Floor,1.15
flat,sector 84,3.0,3.0,3.0,Moderately Old,12.0,21.0,1890.03,0,0,1,High,Low Floor,1.1
flat,sector 102,3.0,3.0,3.0,Moderately Old,4.0,14.0,1650.0,1,0,1,High,Low Floor,1.3
flat,sector 58,4.0,5.0,3.0,Moderately Old,23.0,29.0,3727.0,1,0,1,Medium,Low Floor,4.85
flat,sector 58,2.0,2.0,1.0,Moderately Old,5.0,29.0,1789.0,0,0,1,Medium,Low Floor,2.2
flat,sector 108,3.0,3.0,3.0,Moderately Old,1.0,14.0,1757.96,1,0,0,High,Low Floor,1.25
flat,sector 108,3.0,3.0,3.0,Moderately Old,7.0,14.0,2002.95,1,0,1,High,Low Floor,1.55
flat,sector 102,3.0,3.0,3.0,New Property,15.0,26.0,1852.04,0,0,0,High,Low Floor,1.9
flat,sector 92,3.0,4.0,3.0,Moderately Old,10.0,19.0,1994.98,1,0,1,High,Low Floor,1.6
flat,sector 66,4.0,5.0,3.0,Moderately Old,10.0,17.0,2100.04,1,0,1,Medium,Low Floor,3.0
flat,sector 58,2.0,2.0,2.0,Moderately Old,6.0,29.0,1374.98,0,0,0,Low,Low Floor,2.2
flat,sector 112,4.0,6.0,3.0,Moderately Old,15.0,28.0,4847.95,1,0,1,High,Low Floor,5.2
flat,sector 28,3.0,4.0,3.0,Old Property,8.0,20.0,1777.01,1,0,1,High,Low Floor,2.35
flat,sector 65,4.0,4.0,3.0,Moderately Old,3.0,5.0,2570.0,1,0,2,High,Low Floor,2.77
flat,sector 65,3.0,3.0,3.0,Moderately Old,5.0,5.0,2147.0,1,1,1,Medium,Low Floor,2.7
flat,sector 65,3.0,3.0,3.0,Moderately Old,3.0,5.0,2147.0,1,0,1,High,Low Floor,2.35
flat,sector 65,4.0,4.0,3.0,Moderately Old,2.0,5.0,2570.0,1,0,2,High,Low Floor,2.79
flat,sector 65,3.0,4.0,3.0,Moderately Old,3.0,5.0,2147.0,1,1,2,High,Low Floor,2.3
flat,sector 56,3.0,4.0,3.0,Old Property,8.0,9.0,2400.03,0,0,1,High,Low Floor,2.1
flat,sector 56,3.0,2.0,2.0,Old Property,1.0,4.0,1299.96,0,0,0,High,Low Floor,1.35
flat,sector 104,3.0,4.0,3.0,Moderately Old,10.0,29.0,2449.97,1,0,1,High,Low Floor,2.23
flat,sector 108,4.0,4.0,3.0,Moderately Old,3.0,14.0,2631.02,1,0,0,High,Low Floor,2.08
flat,sector 108,3.0,3.0,3.0,Moderately Old,7.0,14.0,1757.96,0,0,0,High,Low Floor,1.3
flat,sector 102,2.0,2.0,1.0,Moderately Old,5.0,12.0,631.95,0,1,0,High,Low Floor,0.48
flat,sector 108,3.0,3.0,3.0,Moderately Old,17.0,24.0,1711.03,0,1,1,High,Low Floor,2.33
flat,sector 48,3.0,3.0,3.0,Old Property,7.0,19.0,2429.95,1,0,1,High,Low Floor,1.75
flat,sector 48,3.0,3.0,3.0,Old Property,13.0,19.0,1909.95,0,0,1,High,Low Floor,1.6
flat,sector 48,3.0,3.0,3.0,Old Property,1.0,5.0,1707.05,0,0,1,High,Low Floor,1.5
flat,sector 49,3.0,3.0,3.0,Old Property,2.0,14.0,1805.0,0,0,1,Medium,Low Floor,1.9
flat,sector 60,4.0,5.0,3.0,Moderately Old,10.0,39.0,2800.01,1,0,1,High,Low Floor,3.7
flat,sector 60,4.0,5.0,3.0,Moderately Old,15.0,39.0,2800.01,1,0,0,High,Low Floor,3.75
flat,sector 67,3.0,4.0,3.0,Moderately Old,15.0,21.0,2358.05,1,0,1,High,Low Floor,3.4
flat,sector 109,3.0,4.0,3.0,Moderately Old,8.0,24.0,2094.98,1,0,0,High,Low Floor,2.2
flat,sector 83,2.0,2.0,2.0,Moderately Old,12.0,18.0,1244.95,0,0,0,High,Low Floor,0.83
flat,sector 102,3.0,3.0,3.0,Moderately Old,7.0,14.0,1650.0,1,0,0,High,Low Floor,1.45
flat,sector 102,3.0,3.0,3.0,Moderately Old,1.0,26.0,1826.96,0,0,0,High,Low Floor,1.77
flat,sector 102,2.0,2.0,2.0,Moderately Old,10.0,26.0,915.04,0,0,0,High,Low Floor,0.97
flat,sector 102,3.0,3.0,3.0,Moderately Old,14.0,24.0,2597.97,1,0,1,High,Low Floor,2.35
flat,sector 102,3.0,4.0,3.0,Moderately Old,8.0,24.0,1888.96,1,0,0,High,Low Floor,1.9
flat,sector 86,2.0,2.0,1.0,New Property,6.0,13.0,652.0,0,0,0,High,Low Floor,0.43
flat,sector 70,3.0,5.0,3.0,Moderately Old,9.0,18.0,1949.99,1,0,0,Medium,Low Floor,1.62
flat,sector 85,3.0,4.0,3.0,Moderately Old,7.0,26.0,2407.99,1,0,0,High,Low Floor,1.93
flat,sector 85,3.0,4.0,3.0,Moderately Old,17.0,26.0,2407.99,1,0,1,High,Low Floor,1.99
flat,sector 70,2.0,2.0,3.0,Moderately Old,1.0,18.0,1350.01,0,0,0,Medium,Low Floor,1.23
flat,sector 70,3.0,5.0,3.0,Moderately Old,12.0,18.0,1949.99,1,0,0,Medium,Low Floor,1.63
flat,sector 70,3.0,5.0,3.0,Moderately Old,3.0,18.0,1949.99,1,0,0,Medium,Low Floor,1.64
flat,sector 70,2.0,2.0,3.0,Moderately Old,3.0,18.0,1350.01,0,0,0,Medium,Low Floor,1.25
flat,sector 109,4.0,4.0,3.0,Moderately Old,8.0,19.0,3055.01,1,0,0,High,Low Floor,1.9
flat,sector 109,3.0,2.0,2.0,Moderately Old,8.0,19.0,1880.02,0,0,0,High,Low Floor,1.2
flat,sector 109,3.0,3.0,2.0,Moderately Old,8.0,19.0,2545.02,1,0,0,High,Low Floor,1.63
flat,sector 90,3.0,3.0,2.0,Moderately Old,19.0,29.0,1743.97,0,0,0,Low,Low Floor,1.23
flat,sector 86,2.0,2.0,1.0,New Property,6.0,13.0,652.0,0,0,0,Medium,Low Floor,0.43
flat,sector 85,2.0,2.0,3.0,Moderately Old,21.0,26.0,1639.99,0,0,0,Medium,Low Floor,1.07
flat,sector 85,4.0,5.0,3.0,Moderately Old,8.0,12.0,2559.98,1,0,0,Low,Low Floor,1.73
flat,sector 85,3.0,4.0,2.0,New Property,3.0,12.0,2119.95,1,0,0,Low,Low Floor,1.45
flat,sector 82a,3.0,3.0,3.0,Moderately Old,31.0,32.0,1798.97,0,0,0,Medium,Low Floor,1.87
flat,sector 82a,3.0,3.0,3.0,Moderately Old,15.0,32.0,1818.02,0,0,0,Medium,Low Floor,1.85
flat,sector 90,4.0,4.0,3.0,Moderately Old,3.0,29.0,2215.0,0,0,0,Low,Low Floor,1.75
flat,sector 86,2.0,2.0,3.0,Moderately Old,13.0,21.0,1480.04,0,0,0,Low,Low Floor,1.23
flat,sector 86,2.0,2.0,3.0,Moderately Old,13.0,21.0,1480.04,0,0,0,Low,Low Floor,1.25
flat,sector 112,4.0,6.0,3.0,Moderately Old,8.0,28.0,4847.95,1,0,1,High,Low Floor,5.6
flat,sector 81,3.0,3.0,3.0,Moderately Old,8.0,15.0,1809.95,0,0,1,High,Low Floor,1.45
flat,sector 82a,4.0,4.0,3.0,Moderately Old,18.0,32.0,2576.02,1,0,0,Medium,Low Floor,2.7
flat,sector 86,2.0,2.0,1.0,New Property,2.0,13.0,652.0,1,0,0,Medium,Low Floor,0.42
flat,sector 81,4.0,4.0,3.0,Moderately Old,25.0,29.0,2792.05,1,0,0,Medium,Low Floor,3.45
flat,sector 81,4.0,4.0,3.0,Moderately Old,11.0,19.0,2752.98,1,0,0,Low,Low Floor,3.25
flat,sector 37c,2.0,2.0,1.0,Moderately Old,7.0,11.0,925.05,0,0,1,High,Low Floor,0.35
flat,sector 37c,2.0,2.0,1.0,Moderately Old,3.0,11.0,925.05,0,0,1,High,Low Floor,0.33
flat,sector 37d,3.0,3.0,3.0,Moderately Old,6.0,22.0,1800.05,0,0,0,High,Low Floor,1.1
flat,sector 37d,3.0,3.0,3.0,Moderately Old,9.0,22.0,1800.05,0,0,0,High,Low Floor,1.08
flat,sector 37d,3.0,3.0,3.0,Moderately Old,5.0,23.0,1811.03,0,0,1,High,Low Floor,1.4
flat,sector 37d,4.0,3.0,3.0,Moderately Old,6.0,23.0,2190.99,0,0,1,High,Low Floor,1.65
flat,sector 37d,4.0,4.0,3.0,Moderately Old,11.0,23.0,2190.99,0,0,1,High,Low Floor,1.67
flat,sector 37d,3.0,3.0,3.0,Moderately Old,8.0,23.0,1811.03,0,0,0,High,Low Floor,1.45
flat,sector 102,3.0,3.0,3.0,Moderately Old,14.0,24.0,2597.97,1,0,0,Low,Low Floor,2.61
flat,sector 103,3.0,3.0,3.0,Moderately Old,6.0,18.0,1694.99,0,0,0,Medium,Low Floor,1.32
flat,sector 102,3.0,3.0,3.0,Moderately Old,8.0,14.0,1650.0,1,0,0,Medium,Low Floor,1.45
flat,sohna road,1.0,1.0,2.0,Moderately Old,1.0,14.0,63514.0,0,0,0,Low,Low Floor,0.28
flat,sohna road,2.0,2.0,3.0,Moderately Old,5.0,18.0,1264.0,0,0,0,Low,Low Floor,0.73
flat,sohna road,2.0,2.0,3.0,Moderately Old,10.0,18.0,1457.0,0,0,0,Medium,Low Floor,0.71
flat,sohna road,2.0,2.0,3.0,Moderately Old,12.0,18.0,1264.0,0,0,0,Medium,Low Floor,0.66
flat,sohna road,3.0,3.0,3.0,Moderately Old,3.0,4.0,1872.0,0,0,0,High,Low Floor,0.9
flat,sohna road,3.0,3.0,3.0,Moderately Old,1.0,4.0,1574.0,0,0,0,High,Low Floor,0.78
flat,sohna road,3.0,3.0,3.0,Moderately Old,2.0,4.0,1500.0,0,0,0,High,Low Floor,0.7
flat,sohna road,2.0,2.0,2.0,Moderately Old,1.0,4.0,1099.0,0,0,0,High,Low Floor,0.53
flat,sohna road,2.0,2.0,2.0,Moderately Old,3.0,4.0,1070.0,0,0,0,High,Low Floor,0.52
flat,sohna road,3.0,3.0,3.0,Moderately Old,1.0,4.0,1872.0,0,0,0,High,Low Floor,0.91
flat,sohna road,2.0,2.0,2.0,Moderately Old,2.0,4.0,1070.0,0,0,0,High,Low Floor,0.53
flat,sector 37c,3.0,4.0,3.0,Moderately Old,8.0,14.0,1735.03,0,0,0,High,Low Floor,1.2
flat,sector 37c,3.0,4.0,3.0,Moderately Old,5.0,14.0,1764.96,0,0,0,High,Low Floor,1.22
flat,sector 37c,3.0,3.0,3.0,Moderately Old,4.0,14.0,1990.03,1,0,0,High,Low Floor,1.4
flat,sohna road,2.0,2.0,3.0,Moderately Old,9.0,18.0,1268.96,0,0,0,High,Low Floor,0.73
flat,sohna road,2.0,2.0,3.0,Moderately Old,12.0,18.0,1457.0,0,0,0,High,Low Floor,0.72
flat,sohna road,2.0,2.0,3.0,Moderately Old,8.0,18.0,1645.0,0,0,0,High,Low Floor,0.72
flat,sohna road,2.0,2.0,3.0,Moderately Old,3.0,4.0,1209.97,0,0,0,High,Low Floor,0.72
flat,sohna road,2.0,2.0,2.0,Moderately Old,4.0,4.0,1099.0,0,0,0,High,Low Floor,0.54
flat,sohna road,2.0,2.0,3.0,Moderately Old,4.0,4.0,1209.97,0,0,0,Medium,Low Floor,0.67
flat,sohna road,3.0,3.0,3.0,Moderately Old,3.0,4.0,1574.0,0,0,0,High,Low Floor,0.78
flat,sohna road,2.0,2.0,2.0,Moderately Old,2.0,4.0,1153.03,0,0,0,High,Low Floor,0.65
flat,sector 111,4.0,5.0,3.0,Moderately Old,10.0,21.0,2949.95,1,0,1,Medium,Low Floor,3.5
flat,sector 66,4.0,4.0,3.0,Moderately Old,15.0,23.0,3730.98,1,1,1,High,Low Floor,4.85
flat,sector 90,4.0,4.0,3.0,Moderately Old,19.0,27.0,2727.03,1,1,1,High,Low Floor,1.9
flat,sector 99a,3.0,5.0,3.0,New Property,4.0,20.0,1997.03,1,0,0,Medium,Low Floor,1.56
flat,sector 72,4.0,5.0,3.0,Moderately Old,9.0,40.0,2904.96,1,0,1,High,Low Floor,4.0
flat,sector 67,3.0,3.0,3.0,Moderately Old,4.0,21.0,2046.97,0,1,1,High,Low Floor,3.0
flat,sector 72,3.0,3.0,3.0,Moderately Old,10.0,40.0,2145.03,1,0,1,High,Low Floor,3.3
flat,sector 66,3.0,4.0,2.0,Moderately Old,12.0,16.0,1919.96,1,0,1,High,Low Floor,2.1
flat,sector 66,3.0,4.0,2.0,Moderately Old,8.0,16.0,1919.96,1,0,1,High,Low Floor,1.9
flat,sector 66,3.0,2.0,3.0,Moderately Old,5.0,23.0,1836.97,1,0,1,High,Low Floor,2.4
flat,sector 74,2.0,2.0,3.0,Moderately Old,6.0,30.0,1399.95,0,1,0,High,Low Floor,1.52
flat,sector 74,2.0,2.0,3.0,Moderately Old,13.0,30.0,1399.95,0,1,0,High,Low Floor,1.48
flat,sector 81,3.0,4.0,3.0,Moderately Old,10.0,29.0,2659.97,1,0,2,High,Low Floor,2.29
flat,sector 58,3.0,4.0,3.0,Old Property,5.0,29.0,2163.97,1,0,1,Medium,Low Floor,4.0
flat,sector 110,4.0,5.0,3.0,Moderately Old,7.0,21.0,3399.99,1,0,0,High,Low Floor,3.6
flat,gwal pahari,3.0,3.0,2.0,Moderately Old,1.0,4.0,1429.98,0,0,1,High,Low Floor,1.38
flat,sector 109,3.0,4.0,3.0,Moderately Old,13.0,21.0,2094.98,1,0,0,High,Low Floor,2.2
flat,sector 110,5.0,5.0,3.0,Moderately Old,4.0,15.0,3879.96,1,0,0,High,Low Floor,4.49
flat,sector 110,4.0,5.0,3.0,Moderately Old,7.0,21.0,3399.99,1,0,0,High,Low Floor,3.49
flat,sector 110,4.0,5.0,3.0,Moderately Old,7.0,21.0,3399.99,1,0,0,High,Low Floor,3.7
flat,sector 102,3.0,3.0,3.0,Moderately Old,4.0,14.0,1650.0,0,0,0,Medium,Low Floor,1.42
flat,sector 67,4.0,4.0,3.0,Moderately Old,0.0,51.0,3192.03,1,0,1,Low,Low Floor,4.5
flat,sector 104,3.0,3.0,3.0,Moderately Old,24.0,24.0,2290.02,1,0,0,High,Low Floor,1.85
flat,sector 104,4.0,4.0,3.0,Moderately Old,14.0,27.0,3149.95,1,0,0,High,Low Floor,2.62
flat,sector 83,3.0,3.0,3.0,Moderately Old,5.0,15.0,1784.98,0,0,1,High,Low Floor,1.1
flat,sector 79,2.0,2.0,3.0,Moderately Old,6.0,15.0,1559.04,0,0,0,High,Low Floor,1.33
